continue_drop,student_id,gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,school_id,total_students,total_toilets,establishment_year
continue,s00303,M,BC,0.635,0.406,0.635,7,11,father,TRUE,00334,571,61,1924
continue,s00304,M,SC,0.562,0.709,0.562,6,3,mother,TRUE,00307,177,15,1926
continue,s00305,M,BC,0.478,0.523,0.478,5,6,mother,TRUE,00393,111,10,2006
continue,s00306,M,BC,0.563,0.639,0.563,4,12,father,TRUE,00339,245,14,1840
continue,s00307,M,OC,0.552,0.524,0.552,0,3,mother,TRUE,00326,177,17,1986
continue,s00308,M,BC,0.562,0.364,0.562,7,5,mother,TRUE,00382,470,71,1896
continue,s00309,M,OC,0.611,0.563,0.611,4,7,mother,FALSE,00314,286,28,1903
continue,s00310,M,SC,0.848,0.868,0.848,6,9,mother,TRUE,00317,28,2,1872
continue,s00311,M,BC,0.916,0.757,0.916,6,3,mother,TRUE,00396,129,21,2006
drop,s00312,M,SC,0.685,0.662,0.685,4,2,mother,TRUE,00378,121,28,1971
continue,s00313,M,SC,0.173,0.518,0.173,8,3,mother,TRUE,00342,295,18,1907
continue,s00314,M,BC,0.686,0.83,0.686,2,0,mother,TRUE,00392,469,14,1905
continue,s00315,M,SC,0.342,0.214,0.342,1,9,mother,TRUE,00334,571,61,1924
continue,s00316,M,BC,0.671,0.731,0.671,6,11,mother,TRUE,00378,121,28,1971
continue,s00317,M,OC,0.581,0.457,0.581,2,11,mother,TRUE,00388,155,1,1910
continue,s00318,M,BC,0.124,0.24,0.124,8,6,father,TRUE,00385,193,2,1989
continue,s00319,M,SC,0.357,0.573,0.357,2,7,mother,TRUE,00300,198,28,1913
drop,s00320,M,BC,0.389,0.216,0.389,6,5,mother,TRUE,00348,80,14,1871
continue,s00321,M,BC,0.442,0.571,0.442,0,7,father,TRUE,00340,134,15,1976
continue,s00322,M,OC,0.499,0.744,0.499,9,11,mother,TRUE,00360,273,2,1995
continue,s00323,M,SC,0.366,0.44,0.366,2,6,mother,TRUE,00342,295,18,1907
continue,s00324,M,SC,0.575,0.719,0.575,1,2,mother,TRUE,00384,190,14,1996
continue,s00325,M,BC,0.621,0.628,0.621,5,6,mother,TRUE,00328,356,14,1943
continue,s00326,M,ST,0.34,0.632,0.34,4,2,mixed,TRUE,00367,128,14,1969
continue,s00327,M,SC,0.408,0.659,0.408,4,4,mother,TRUE,00344,220,71,1910
continue,s00328,M,SC,0.373,0.615,0.373,4,8,father,TRUE,00341,430,44,1959
continue,s00329,M,ST,0.294,0.51,0.294,3,5,mixed,TRUE,00313,399,14,1916
continue,s00330,M,OC,0.802,0.891,0.802,6,7,mother,TRUE,00394,122,15,1889
continue,s00331,M,BC,0.113,0.16,0.113,0,6,mother,TRUE,00334,571,61,1924
continue,s00332,M,BC,0.456,0.518,0.456,4,10,mother,TRUE,00353,359,8,1986
continue,s00333,M,OC,0.4,0.352,0.4,8,3,mother,TRUE,00356,154,NA,NA
continue,s00334,M,BC,0.458,0.413,0.458,6,2,father,TRUE,00384,190,14,1996
continue,s00335,M,OC,0.824,0.846,0.824,4,4,mother,TRUE,00394,122,15,1889
continue,s00336,M,BC,0.44,0.42,0.44,1,4,mother,TRUE,00334,571,61,1924
continue,s00337,M,BC,0.766,0.854,0.766,5,10,mother,TRUE,00307,177,15,1926
continue,s00338,M,BC,0.667,0.443,0.667,6,2,father,FALSE,00351,251,100,1924
continue,s00339,M,BC,0.023,0.441,0.023,6,3,mother,TRUE,00341,430,44,1959
continue,s00340,M,SC,0.447,0.654,0.447,4,3,mother,TRUE,00363,148,28,1895
continue,s00341,M,BC,0.851,0.753,0.851,4,6,other,FALSE,00334,571,61,1924
continue,s00342,M,BC,0.316,0.238,0.316,3,4,mother,TRUE,00365,444,14,1970
continue,s00343,F,BC,0.229,0.248,0.229,0,3,mother,TRUE,00341,430,44,1959
continue,s00344,F,OC,0.209,0.267,0.209,3,6,mother,TRUE,00368,240,15,1893
continue,s00345,F,SC,0.582,0.623,0.582,7,6,father,FALSE,00331,516,15,1996
continue,s00346,F,BC,0.478,0.332,0.478,9,0,mother,TRUE,00328,356,14,1943
drop,s00347,F,BC,0.594,0.511,0.594,6,7,father,TRUE,00398,116,1,1995
continue,s00348,F,SC,0.642,0.551,0.642,0,5,mother,FALSE,00361,287,15,1992
continue,s00349,F,BC,0.519,0.697,0.519,2,8,mother,FALSE,00304,390,28,1914
continue,s00350,F,SC,0.766,0.647,0.766,2,4,mother,TRUE,00368,240,15,1893
continue,s00351,F,BC,0.39,0.497,0.39,3,2,mother,TRUE,00334,571,61,1924
continue,s00352,F,OC,0.49,0.806,0.49,5,6,mother,FALSE,00351,251,100,1924
continue,s00353,F,BC,0.691,0.147,0.691,4,3,father,TRUE,00398,116,1,1995
continue,s00354,F,SC,0.266,0.271,0.266,4,2,mother,TRUE,00341,430,44,1959
continue,s00355,F,SC,1.032,0.828,1.032,0,4,mother,TRUE,00304,390,28,1914
continue,s00356,F,SC,0.464,0.593,0.464,8,4,mother,TRUE,00369,387,28,1921
continue,s00357,F,OC,0.198,0.27,0.198,2,7,mother,FALSE,00311,209,14,1976
drop,s00358,F,BC,0.134,0.472,0.134,4,7,mother,FALSE,00312,257,14,1946
continue,s00359,F,BC,0.569,0.455,0.569,2,9,father,TRUE,00356,154,NA,NA
continue,s00360,F,OC,0.681,0.849,0.681,4,10,mother,TRUE,00338,145,2,1929
continue,s00361,F,BC,0.461,0.379,0.461,6,6,father,FALSE,00372,99,14,1956
continue,s00362,F,BC,0.511,0.6,0.511,3,9,mother,TRUE,00330,125,43,1959
continue,s00363,F,SC,0.896,0.859,0.896,8,3,father,TRUE,00386,220,30,1847
drop,s00364,F,BC,0.408,0.798,0.408,9,5,mother,TRUE,00344,220,71,1910
continue,s00365,F,SC,0.163,0.48,0.163,4,6,mother,TRUE,00339,245,14,1840
continue,s00366,M,SC,0.649,0.411,0.649,5,6,mother,TRUE,00336,206,17,1940
continue,s00367,M,SC,0.442,0.643,0.442,8,4,father,TRUE,00336,206,17,1940
continue,s00368,M,SC,0.694,0.265,0.694,3,2,mother,TRUE,00305,354,86,1986
continue,s00369,M,SC,0.699,0.353,0.699,3,12,mother,TRUE,00365,444,14,1970
continue,s00370,M,SC,0.511,0.403,0.511,4,5,mother,FALSE,00310,262,28,1985
continue,s00371,M,BC,0.301,0.146,0.301,4,10,mother,TRUE,00370,272,1,1961
continue,s00372,M,SC,0.659,0.347,0.659,8,8,mother,TRUE,00329,275,60,1914
continue,s00373,M,OC,0.226,0.173,0.226,4,5,father,FALSE,00362,397,5,1950
continue,s00374,M,SC,0.551,0.277,0.551,2,10,father,TRUE,00334,571,61,1924
continue,s00375,M,SC,0.437,0.442,0.437,0,3,mother,TRUE,00311,209,14,1976
drop,s00376,M,ST,0.749,1.01,0.749,4,6,father,TRUE,00329,275,60,1914
continue,s00377,M,OC,0.478,0.642,0.478,4,0,father,TRUE,00307,177,15,1926
continue,s00378,M,OC,0.323,0.429,0.323,2,7,mother,TRUE,00313,399,14,1916
continue,s00379,M,BC,0.633,0.885,0.633,6,2,mother,TRUE,00370,272,1,1961
continue,s00380,M,SC,0.337,0.283,0.337,2,6,other,TRUE,00328,356,14,1943
continue,s00381,M,BC,0.344,0.351,0.344,6,0,other,TRUE,00314,286,28,1903
continue,s00382,M,BC,0.183,0.077,0.183,4,6,mother,FALSE,00314,286,28,1903
continue,s00383,F,SC,0.409,0.514,0.409,6,0,mother,TRUE,00354,184,NA,NA
continue,s00384,F,BC,0.29,0.512,0.29,4,7,mother,TRUE,00348,80,14,1871
continue,s00385,F,OC,0.602,0.666,0.602,4,2,mother,FALSE,00341,430,44,1959
continue,s00386,F,BC,0.378,0.526,0.378,8,7,mother,TRUE,00381,38,14,1904
continue,s00387,F,OC,0.536,0.614,0.536,9,4,other,TRUE,00362,397,5,1950
continue,s00388,F,BC,0.594,0.519,0.594,4,8,mother,TRUE,00331,516,15,1996
continue,s00389,F,OC,0.177,0.525,0.177,6,7,father,TRUE,00363,148,28,1895
continue,s00390,F,OC,0.48,0.457,0.48,2,9,mother,TRUE,00397,221,15,1915
continue,s00391,F,OC,0.821,0.728,0.821,2,2,father,TRUE,00389,299,1,1921
continue,s00392,F,BC,0.418,0.322,0.418,8,10,father,FALSE,00320,384,28,1909
continue,s00393,F,OC,0.757,0.664,0.757,8,6,mother,TRUE,00341,430,44,1959
continue,s00394,F,OC,0.133,0.566,0.133,2,2,mother,TRUE,00334,571,61,1924
continue,s00395,F,SC,0.566,0.495,0.566,0,4,father,TRUE,00331,516,15,1996
continue,s00396,F,BC,0.413,0.598,0.413,1,6,father,TRUE,00361,287,15,1992
continue,s00397,F,BC,0.461,0.524,0.461,0,3,mother,TRUE,00359,305,44,1915
continue,s00398,F,OC,0.742,0.672,0.742,3,12,mother,TRUE,00392,469,14,1905
drop,s00399,F,BC,0.503,0.523,0.503,9,0,father,TRUE,00333,335,43,1916
continue,s00400,F,OC,0.32,0.408,0.32,9,6,mother,TRUE,00306,72,1,1934
continue,s00401,F,SC,0.306,0.485,0.306,5,6,father,FALSE,00368,240,15,1893
continue,s00402,F,BC,0.107,0.507,0.107,7,5,father,TRUE,00351,251,100,1924
continue,s00403,F,ST,0.38,0.426,0.38,9,4,mother,TRUE,00341,430,44,1959
continue,s00404,F,BC,0.746,0.669,0.746,3,6,mother,TRUE,00323,344,28,1961
drop,s00405,F,ST,0.681,0.758,0.681,5,3,mother,TRUE,00305,354,86,1986
continue,s00406,F,SC,0.895,0.615,0.895,4,0,mother,TRUE,00341,430,44,1959
continue,s00407,F,BC,0.132,0.759,0.132,4,0,mother,TRUE,00394,122,15,1889
continue,s00408,F,BC,0.456,0.46,0.456,2,12,mother,TRUE,00301,49,14,1844
continue,s00409,F,BC,0.444,0.574,0.444,4,0,father,TRUE,00328,356,14,1943
continue,s00410,F,SC,0.304,0.556,0.304,9,10,father,TRUE,00318,54,17,1867
continue,s00411,F,OC,0.362,0.703,0.362,0,5,mother,TRUE,00305,354,86,1986
continue,s00412,F,SC,0.519,0.663,0.519,8,0,mother,TRUE,00367,128,14,1969
continue,s00413,F,BC,0.779,0.701,0.779,4,2,mother,TRUE,00337,185,15,1975
continue,s00414,F,BC,0.567,0.558,0.567,8,2,mother,TRUE,00311,209,14,1976
continue,s00415,F,BC,0.391,0.533,0.391,5,0,mother,TRUE,00369,387,28,1921
continue,s00416,F,BC,0.355,0.373,0.355,7,4,mother,TRUE,00367,128,14,1969
continue,s00417,F,SC,0.38,0.611,0.38,3,10,mother,TRUE,00319,96,4,1999
continue,s00418,F,BC,0.304,0.474,0.304,0,2,mother,TRUE,00351,251,100,1924
continue,s00419,F,ST,0.599,0.677,0.599,1,2,mother,TRUE,00362,397,5,1950
continue,s00420,F,BC,0.449,0.475,0.449,3,5,father,TRUE,00307,177,15,1926
continue,s00421,F,ST,0.563,0.626,0.563,2,6,mother,TRUE,00397,221,15,1915
continue,s00422,F,BC,0.412,0.588,0.412,6,6,father,TRUE,00389,299,1,1921
continue,s00423,F,SC,0.566,0.855,0.566,4,5,mother,FALSE,00369,387,28,1921
continue,s00424,F,SC,0.366,0.625,0.366,6,8,mother,TRUE,00334,571,61,1924
continue,s00425,F,SC,0.625,0.656,0.625,4,4,mother,TRUE,00313,399,14,1916
drop,s00426,F,OC,0.301,0.467,0.301,6,5,mother,TRUE,00315,280,1,1923
continue,s00427,F,SC,0.08,0.411,0.08,6,10,other,TRUE,00323,344,28,1961
drop,s00428,F,BC,0.623,0.699,0.623,6,0,father,TRUE,00330,125,43,1959
continue,s00429,F,BC,0.443,0.601,0.443,0,6,mother,FALSE,00328,356,14,1943
continue,s00430,F,SC,0.475,0.596,0.475,2,6,father,TRUE,00383,132,14,1996
drop,s00431,F,BC,0.157,0.674,0.157,1,8,mother,TRUE,00333,335,43,1916
continue,s00432,F,BC,0.389,0.537,0.389,3,8,mother,FALSE,00331,516,15,1996
continue,s00433,F,SC,0.661,0.406,0.661,5,11,mother,TRUE,00305,354,86,1986
continue,s00434,F,BC,0.656,0.319,0.656,4,6,mother,TRUE,00369,387,28,1921
continue,s00435,F,BC,0.229,0.6,0.229,5,4,mother,TRUE,00341,430,44,1959
continue,s00436,F,SC,0.283,0.478,0.283,1,10,mother,TRUE,00311,209,14,1976
continue,s00437,F,OC,0.64,0.636,0.64,2,4,mother,TRUE,00374,207,28,1896
continue,s00438,F,BC,0.662,0.632,0.662,3,3,mother,TRUE,00388,155,1,1910
continue,s00439,F,BC,0.351,0.464,0.351,5,4,mother,TRUE,00333,335,43,1916
continue,s00440,F,SC,0.48,0.546,0.48,4,8,mother,FALSE,00370,272,1,1961
continue,s00441,F,BC,0.544,0.597,0.544,5,5,mother,TRUE,00361,287,15,1992
continue,s00442,F,BC,0.779,0.625,0.779,8,9,mother,TRUE,00353,359,8,1986
continue,s00443,F,OC,0.299,0.445,0.299,1,4,mother,TRUE,00336,206,17,1940
drop,s00444,F,BC,0.551,0.82,0.551,4,9,mother,TRUE,00351,251,100,1924
continue,s00445,F,SC,0.417,0.535,0.417,3,7,father,FALSE,00336,206,17,1940
continue,s00446,F,BC,0.398,0.393,0.398,3,10,mother,TRUE,00361,287,15,1992
continue,s00447,F,ST,0.393,0.685,0.393,4,6,mother,FALSE,00341,430,44,1959
continue,s00448,F,BC,0.519,0.432,0.519,0,0,mother,TRUE,00331,516,15,1996
continue,s00449,F,OC,0.206,0.478,0.206,3,7,mother,TRUE,00389,299,1,1921
continue,s00450,F,SC,0.708,0.949,0.708,1,6,father,TRUE,00301,49,14,1844
continue,s00451,F,OC,0.777,0.767,0.777,0,5,mother,TRUE,00334,571,61,1924
continue,s00452,F,SC,0.544,0.563,0.544,2,7,mother,TRUE,00328,356,14,1943
continue,s00453,F,SC,0.863,0.738,0.863,4,6,mother,TRUE,00336,206,17,1940
continue,s00454,F,BC,0.39,0.511,0.39,4,10,mother,TRUE,00361,287,15,1992
continue,s00455,F,BC,0.352,0.569,0.352,2,7,mother,TRUE,00313,399,14,1916
continue,s00456,F,BC,0.59,0.576,0.59,4,6,mother,TRUE,00311,209,14,1976
continue,s00457,F,BC,0.757,0.882,0.757,6,7,mother,TRUE,00343,353,15,1957
continue,s00458,F,BC,0.744,0.899,0.744,4,3,mother,TRUE,00392,469,14,1905
continue,s00459,F,OC,0.639,0.614,0.639,4,0,mother,TRUE,00320,384,28,1909
continue,s00460,F,SC,0.55,0.679,0.55,7,0,mother,TRUE,00346,87,30,1967
continue,s00461,F,OC,0.67,0.793,0.67,4,5,mother,TRUE,00356,154,NA,NA
continue,s00462,F,SC,0.584,0.536,0.584,2,10,mother,TRUE,00369,387,28,1921
continue,s00463,F,SC,0.687,0.483,0.687,6,10,mother,TRUE,00351,251,100,1924
continue,s00464,F,ST,0.434,0.611,0.434,2,5,father,TRUE,00326,177,17,1986
continue,s00465,F,BC,0.336,0.448,0.336,6,10,mother,FALSE,00329,275,60,1914
continue,s00466,F,SC,0.443,0.424,0.443,4,0,father,TRUE,00388,155,1,1910
continue,s00467,F,ST,0.51,0.44,0.51,2,0,mother,TRUE,00348,80,14,1871
continue,s00468,F,BC,0.653,0.572,0.653,5,6,mother,TRUE,00314,286,28,1903
continue,s00469,F,BC,0.586,0.648,0.586,4,9,father,TRUE,00362,397,5,1950
continue,s00470,F,BC,0.347,0.538,0.347,4,5,father,FALSE,00341,430,44,1959
continue,s00471,F,BC,0.542,0.767,0.542,1,5,mother,TRUE,00369,387,28,1921
continue,s00472,F,ST,0.819,0.798,0.819,8,6,mother,TRUE,00316,59,62,2026
continue,s00473,F,ST,0.676,0.764,0.676,0,5,mother,TRUE,00330,125,43,1959
continue,s00474,F,BC,0.416,0.533,0.416,0,4,mother,TRUE,00331,516,15,1996
continue,s00475,F,SC,0.495,0.741,0.495,0,3,mother,TRUE,00333,335,43,1916
continue,s00476,F,OC,0.576,0.667,0.576,7,3,mother,FALSE,00356,154,NA,NA
continue,s00477,F,OC,0.277,0.465,0.277,0,3,mother,TRUE,00352,177,28,1905
continue,s00478,F,SC,0.401,0.538,0.401,2,1,mother,TRUE,00320,384,28,1909
continue,s00479,F,SC,0.626,0.751,0.626,5,4,father,TRUE,00351,251,100,1924
continue,s00480,F,OC,0.413,0.831,0.413,8,3,father,TRUE,00369,387,28,1921
continue,s00481,F,BC,0.328,0.547,0.328,3,6,mother,TRUE,00360,273,2,1995
continue,s00482,F,BC,0.503,0.446,0.503,4,4,mother,TRUE,00368,240,15,1893
continue,s00483,F,BC,0.948,0.939,0.948,4,4,mother,FALSE,00323,344,28,1961
continue,s00484,F,BC,0.404,0.532,0.404,0,7,mother,FALSE,00364,147,28,1911
continue,s00485,F,SC,0.666,0.727,0.666,4,6,mother,TRUE,00363,148,28,1895
continue,s00486,F,SC,0.235,0.483,0.235,1,7,father,TRUE,00312,257,14,1946
continue,s00487,F,BC,0.347,0.643,0.347,1,6,mother,TRUE,00321,35,1,1983
drop,s00488,F,OC,0.64,0.711,0.64,8,10,mother,TRUE,00304,390,28,1914
continue,s00489,F,BC,0.284,0.558,0.284,1,10,mother,FALSE,00309,28,15,1911
continue,s00490,F,SC,0.227,0.432,0.227,8,5,father,TRUE,00333,335,43,1916
continue,s00491,F,SC,0.148,0.479,0.148,4,5,mother,FALSE,00385,193,2,1989
continue,s00492,F,ST,0.389,0.582,0.389,4,6,mother,TRUE,00304,390,28,1914
continue,s00493,F,BC,0.482,0.698,0.482,5,2,mother,FALSE,00368,240,15,1893
continue,s00494,F,BC,0.613,0.696,0.613,1,2,mother,TRUE,00396,129,21,2006
continue,s00495,F,BC,0.5,0.544,0.5,1,5,mother,TRUE,00305,354,86,1986
continue,s00496,F,BC,0.474,0.562,0.474,9,4,mother,TRUE,00318,54,17,1867
continue,s00497,F,OC,0.46,0.635,0.46,1,10,mother,FALSE,00319,96,4,1999
continue,s00498,F,SC,0.357,0.573,0.357,6,6,father,FALSE,00385,193,2,1989
continue,s00499,F,BC,0.531,0.778,0.531,8,4,mother,TRUE,00360,273,2,1995
continue,s00500,F,BC,0.79,0.865,0.79,0,10,father,FALSE,00391,161,14,1984
continue,s00501,F,SC,0.684,0.848,0.684,8,6,father,TRUE,00362,397,5,1950
continue,s00502,F,OC,0.885,0.985,0.885,5,5,father,TRUE,00305,354,86,1986
continue,s00503,F,BC,0.74,0.869,0.74,4,3,mother,TRUE,00380,228,15,1918
continue,s00504,F,BC,0.152,0.568,0.152,2,0,mother,TRUE,00322,179,8,1955
continue,s00505,F,BC,0.413,0.611,0.413,3,2,mother,FALSE,00365,444,14,1970
continue,s00506,F,BC,0.474,0.255,0.474,0,6,mother,TRUE,00324,170,31,1949
continue,s00507,F,BC,0.757,0.481,0.757,1,6,mother,TRUE,00324,170,31,1949
continue,s00508,F,BC,0.646,0.804,0.646,8,0,mother,TRUE,00342,295,18,1907
continue,s00509,F,BC,0.73,0.554,0.73,6,3,mother,TRUE,00330,125,43,1959
drop,s00510,F,BC,0.697,0.947,0.697,6,3,mother,TRUE,00314,286,28,1903
continue,s00511,F,BC,0.275,0.429,0.275,4,6,mother,TRUE,00389,299,1,1921
continue,s00512,F,BC,0.531,0.564,0.531,5,3,mother,FALSE,00364,147,28,1911
continue,s00513,F,OC,0.935,0.734,0.935,8,5,mother,TRUE,00328,356,14,1943
continue,s00514,F,BC,0.447,0.45,0.447,0,4,mother,TRUE,00313,399,14,1916
continue,s00515,F,BC,0.444,0.559,0.444,1,0,mother,TRUE,00325,97,43,1842
continue,s00516,F,SC,0.794,0.667,0.794,4,6,mother,TRUE,00367,128,14,1969
continue,s00517,F,OC,0.737,0.649,0.737,8,5,father,TRUE,00343,353,15,1957
continue,s00518,F,SC,0.631,0.6,0.631,3,6,father,TRUE,00343,353,15,1957
continue,s00519,F,ST,0.594,0.532,0.594,2,9,mother,TRUE,00370,272,1,1961
continue,s00520,F,BC,0.236,0.464,0.236,4,7,father,TRUE,00329,275,60,1914
continue,s00521,F,BC,0.737,0.836,0.737,2,6,father,TRUE,00320,384,28,1909
continue,s00522,F,BC,0.778,0.747,0.778,9,9,mother,TRUE,00369,387,28,1921
continue,s00523,F,SC,0.386,0.632,0.386,9,0,mother,TRUE,00323,344,28,1961
continue,s00524,F,SC,0.61,0.81,0.61,5,6,mother,TRUE,00334,571,61,1924
continue,s00525,F,BC,0.674,0.567,0.674,4,12,father,TRUE,00368,240,15,1893
continue,s00526,F,OC,0.494,0.5,0.494,6,8,mother,TRUE,00326,177,17,1986
continue,s00527,F,SC,0.422,0.436,0.422,1,6,mother,FALSE,00363,148,28,1895
continue,s00528,F,SC,0.068,0.31,0.068,3,9,mother,TRUE,00323,344,28,1961
continue,s00529,F,BC,0.212,0.601,0.212,1,4,mother,FALSE,00341,430,44,1959
continue,s00530,F,SC,0.332,0.289,0.332,5,10,mother,TRUE,00355,96,1,1966
continue,s00531,F,BC,0.511,0.551,0.511,1,5,mother,TRUE,00315,280,1,1923
continue,s00532,F,SC,0.592,0.891,0.592,3,7,mother,FALSE,00393,111,10,2006
continue,s00533,F,SC,0.274,0.24,0.274,0,7,mother,FALSE,00362,397,5,1950
continue,s00534,F,BC,0.404,0.608,0.404,6,9,mother,TRUE,00333,335,43,1916
continue,s00535,F,BC,0.37,0.753,0.37,2,4,mother,TRUE,00389,299,1,1921
continue,s00536,F,SC,0.186,0.51,0.186,6,4,other,TRUE,00342,295,18,1907
continue,s00537,F,SC,0.236,0.56,0.236,7,0,mother,TRUE,00302,191,2,1948
continue,s00538,F,OC,1.002,0.92,1.002,2,4,mother,TRUE,00360,273,2,1995
continue,s00539,F,BC,0.194,0.508,0.194,4,9,mother,TRUE,00398,116,1,1995
continue,s00540,F,BC,0.504,0.575,0.504,4,5,mother,TRUE,00313,399,14,1916
continue,s00541,F,BC,0.79,0.818,0.79,4,5,father,TRUE,00392,469,14,1905
continue,s00542,F,OC,0.703,0.814,0.703,1,0,mother,TRUE,00359,305,44,1915
continue,s00543,F,BC,0.114,0.444,0.114,2,7,mother,TRUE,00336,206,17,1940
continue,s00544,F,SC,0.481,0.754,0.481,2,7,mother,TRUE,00324,170,31,1949
continue,s00545,F,OC,0.642,0.901,0.642,5,10,father,TRUE,00320,384,28,1909
continue,s00546,F,SC,0.885,0.745,0.885,4,3,father,TRUE,00327,251,18,1984
continue,s00547,F,BC,0.448,0.581,0.448,1,10,father,TRUE,00361,287,15,1992
continue,s00548,F,BC,0.523,0.594,0.523,0,7,mother,TRUE,00356,154,NA,NA
continue,s00549,F,BC,0.578,0.728,0.578,0,10,mother,TRUE,00345,143,28,1879
continue,s00550,F,ST,0.522,0.568,0.522,5,6,mother,FALSE,00343,353,15,1957
continue,s00551,F,BC,0.143,0.517,0.143,4,7,other,TRUE,00349,132,28,2003
continue,s00552,F,BC,0.772,0.646,0.772,5,3,mother,TRUE,00389,299,1,1921
continue,s00553,F,BC,0.353,0.57,0.353,5,4,other,TRUE,00310,262,28,1985
continue,s00554,F,BC,0.346,0.296,0.346,2,1,other,FALSE,00381,38,14,1904
continue,s00555,F,BC,0.354,0.578,0.354,1,5,other,TRUE,00382,470,71,1896
continue,s00556,F,SC,0.418,0.496,0.418,2,6,other,TRUE,00365,444,14,1970
continue,s00557,F,BC,0.266,0.623,0.266,7,6,other,TRUE,00383,132,14,1996
continue,s00558,M,BC,0.521,0.401,0.521,4,8,mother,TRUE,00394,122,15,1889
continue,s00559,M,BC,0.357,0.227,0.357,2,7,mother,FALSE,00364,147,28,1911
continue,s00560,M,BC,0.172,0.42,0.172,8,10,mother,FALSE,00351,251,100,1924
continue,s00561,M,SC,0.851,0.584,0.851,3,0,mother,TRUE,00330,125,43,1959
continue,s00562,M,BC,0.674,0.46,0.674,0,2,father,TRUE,00392,469,14,1905
continue,s00563,M,SC,0.782,0.713,0.782,2,5,other,TRUE,00327,251,18,1984
continue,s00564,M,SC,0.951,0.704,0.951,8,4,mother,TRUE,00374,207,28,1896
continue,s00565,M,BC,0.547,0.537,0.547,2,6,mother,TRUE,00341,430,44,1959
continue,s00566,M,BC,0.646,0.544,0.646,4,3,mother,TRUE,00346,87,30,1967
continue,s00567,M,BC,0.391,0.451,0.391,5,0,father,TRUE,00365,444,14,1970
continue,s00568,M,SC,0.745,0.645,0.745,4,3,father,TRUE,00360,273,2,1995
continue,s00569,M,BC,0.463,0.374,0.463,6,6,mother,TRUE,00356,154,NA,NA
continue,s00570,M,BC,0.562,0.53,0.562,8,5,father,TRUE,00390,140,14,1972
continue,s00571,M,SC,0.83,0.567,0.83,0,0,mother,TRUE,00311,209,14,1976
continue,s00572,M,BC,0.788,0.655,0.788,8,9,father,TRUE,00320,384,28,1909
continue,s00573,M,SC,0.576,0.347,0.576,4,10,father,TRUE,00362,397,5,1950
continue,s00574,M,BC,0.543,0.537,0.543,6,2,mother,TRUE,00305,354,86,1986
continue,s00575,M,SC,0.847,0.456,0.847,5,7,mother,TRUE,00334,571,61,1924
continue,s00576,M,SC,0.472,0.384,0.472,4,5,mother,TRUE,00351,251,100,1924
continue,s00577,M,BC,0.73,0.502,0.73,6,3,mother,FALSE,00329,275,60,1914
continue,s00578,M,BC,0.485,0.52,0.485,1,8,mother,TRUE,00337,185,15,1975
continue,s00579,M,SC,0.474,0.494,0.474,6,10,mother,TRUE,00312,257,14,1946
continue,s00580,M,OC,0.774,0.691,0.774,4,2,mother,TRUE,00341,430,44,1959
continue,s00581,M,SC,0.257,0.383,0.257,7,7,father,TRUE,00337,185,15,1975
continue,s00582,M,BC,0.72,0.513,0.72,1,0,father,TRUE,00314,286,28,1903
continue,s00583,M,SC,0.503,0.403,0.503,8,3,mother,TRUE,00311,209,14,1976
continue,s00584,M,ST,0.655,0.841,0.655,3,6,father,FALSE,00343,353,15,1957
continue,s00585,M,SC,0.584,0.552,0.584,3,9,mother,TRUE,00352,177,28,1905
continue,s00586,M,ST,0.838,0.759,0.838,4,2,mother,TRUE,00377,86,14,1954
continue,s00587,M,ST,0.999,0.745,0.999,2,6,father,TRUE,00343,353,15,1957
continue,s00588,M,SC,0.763,0.72,0.763,6,6,mother,FALSE,00311,209,14,1976
drop,s00589,M,BC,0.438,0.495,0.438,5,3,mother,TRUE,00348,80,14,1871
continue,s00590,M,BC,0.895,0.807,0.895,0,6,mother,TRUE,00339,245,14,1840
continue,s00591,M,OC,0.565,0.397,0.565,4,3,father,FALSE,00341,430,44,1959
continue,s00592,M,BC,1.03,0.597,1.03,3,4,mother,TRUE,00334,571,61,1924
continue,s00593,M,BC,0.401,0.599,0.401,6,3,father,TRUE,00305,354,86,1986
continue,s00594,M,BC,0.632,0.561,0.632,2,6,mother,TRUE,00323,344,28,1961
continue,s00595,M,BC,0.762,0.562,0.762,3,4,mother,TRUE,00377,86,14,1954
continue,s00596,M,OC,0.453,0.535,0.453,5,5,mother,TRUE,00333,335,43,1916
continue,s00597,M,BC,0.913,0.937,0.913,6,12,mother,TRUE,00339,245,14,1840
continue,s00598,M,OC,0.833,0.666,0.833,1,4,mother,TRUE,00368,240,15,1893
continue,s00599,M,BC,0.736,0.662,0.736,4,6,father,TRUE,00364,147,28,1911
continue,s00600,M,BC,0.666,0.468,0.666,7,6,other,TRUE,00312,257,14,1946
continue,s00601,M,BC,0.682,0.622,0.682,5,5,mother,TRUE,00386,220,30,1847
continue,s00602,M,BC,0.354,0.66,0.354,8,0,mother,FALSE,00334,571,61,1924
continue,s00603,M,BC,0.781,0.474,0.781,7,7,mother,FALSE,00362,397,5,1950
continue,s00604,M,BC,0.343,0.434,0.343,2,2,mother,TRUE,00314,286,28,1903
continue,s00605,M,BC,0.388,0.355,0.388,4,5,mother,TRUE,00375,29,14,1898
drop,s00606,M,OC,0.646,0.317,0.646,6,7,mother,TRUE,00365,444,14,1970
