"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
40,"No","Travel_Frequently",530,"Research & Development",1,"Master","Life Sciences",1,3,"Male",78,2,4,"Healthcare Representative",2,"Married",13503,14115,1,"No",22,4,4,80,1,22,3,2,22,3,11,11,"Google offers a great environment where you are constantly challenged and pushed do to more with less The people are brilliant and you cant beat the social environment and the perks The culture is very open and transparent at all levels within the organization which is a lesson that other companies should learn from The transparency truly creates an environment where everyone can share and learn"
51,"No","Travel_Rarely",632,"Sales",21,"Master","Marketing",1,3,"Male",71,3,2,"Sales Executive",4,"Single",5441,8423,0,"Yes",22,4,4,80,0,11,2,1,10,7,1,0,"Smart people interesting projects I have never worked at a place where such open discussions are encouraged Negative and positive feedback are equally welcomed"
30,"No","Travel_Rarely",1334,"Sales",4,"College","Medical",1,3,"Female",63,2,2,"Sales Executive",2,"Divorced",5209,19760,1,"Yes",12,3,2,80,3,11,4,2,11,8,2,7,"Smart coworkers Great food Interesting highimpact projects Many learning opportunities High pay Good benefits 30 inch monitor Seemingly unlimited computing resources"
46,"No","Travel_Frequently",638,"Research & Development",1,"Bachelor","Medical",1,3,"Male",40,2,3,"Healthcare Representative",1,"Married",10673,3142,2,"Yes",13,3,3,80,1,21,5,2,10,9,9,5,"I was amongst some of the most hard driven and motivated coworkers while at Google I had very little to complain about being surrounded by some of the brightest and most interesting people I have ever met The team and the atmosphere made for a great work environment the perks helped but it was more knowing you were all part of a team and accomplishing great things "
32,"No","Travel_Rarely",1093,"Sales",6,"Master","Medical",1,2,"Male",87,3,2,"Sales Executive",3,"Single",5010,24301,1,"No",16,3,1,80,0,12,0,3,11,8,5,7,"Google has a tremendous brand equity incredibly brilliant colleagues and it has a culture that truly fosters innovation The work environment is generally fun and challenging environment"
54,"No","Travel_Rarely",1217,"Research & Development",2,"Master","Technical Degree",1,1,"Female",60,3,3,"Research Director",3,"Married",13549,24001,9,"No",12,3,1,80,1,16,5,1,4,3,0,3,"Google is a great place for a computer scientist There are large problems that need to be solved at enormous scale Engineers are treated with huge amounts of respect and are listened to in regard to improving productivity and removing redtape Google has great benefits like free food Ive forgotten how to make my own lunch"
24,"No","Travel_Rarely",1353,"Sales",3,"College","Other",1,1,"Female",33,3,2,"Sales Executive",3,"Married",4999,17519,0,"No",21,4,1,80,1,4,2,2,3,2,0,2,"Great Coworkers My experience has been overwhelmingly positive in this area My coworkers are smart motivated and trustworthy I can count on them for design and execution  Great products Loving the product you work on is great motivation for getting up in the morning  Engineeroriented Product managers for the most part do not call the shots "
28,"No","Non-Travel",120,"Sales",4,"Bachelor","Medical",1,2,"Male",43,3,2,"Sales Executive",3,"Married",4221,8863,1,"No",15,3,2,80,0,5,3,4,5,4,0,4,"1 awesome technologiy 2 Wonderful coworkers 3 Very open and encouraging work environment 4 Last but certainly not least the great food"
58,"No","Travel_Rarely",682,"Sales",10,"Master","Medical",1,4,"Male",37,3,4,"Sales Executive",3,"Single",13872,24409,0,"No",13,3,3,80,0,38,1,2,37,10,1,8,"There are many things said about working for Google so it makes no sense to reiterate them but yes the perks are great and the compensation is competitive and there are very few places that are that much fun to work at  What makes working for Google special is the projects youre working on instead of reimplementing old concepts you can spend your time on working on new concepts"
44,"No","Non-Travel",489,"Research & Development",23,"Bachelor","Medical",1,2,"Male",67,3,2,"Laboratory Technician",2,"Married",2042,25043,4,"No",12,3,3,80,1,17,3,4,3,2,1,2,"My 2 main criteria for working at a company are 1 that there are smart people to work with and 2 that there are interesting things to work on Google excels at both of these traits and Ive been completely satisfied all of the years Ive worked there The free food and abundance of other benefits arent so bad either"
32,"No","Travel_Rarely",827,"Research & Development",1,"Others","Life Sciences",1,4,"Male",71,3,1,"Research Scientist",1,"Single",2956,15178,1,"No",13,3,4,80,0,1,2,3,1,0,0,0,"Great work environment Willing to take risks Failure is not a problem just dont fail over and over in the same way"
34,"No","Travel_Rarely",665,"Research & Development",6,"Master","Other",1,1,"Female",41,3,2,"Research Scientist",3,"Single",4809,12482,1,"No",14,3,3,80,0,16,3,3,16,13,2,10,"Great engineerdriven company Groups are all very autonomous so individual engineers have a lot of control over direction of the group and responsibility for the success of the team The company assumes youre going to be thinking about more than getting to your current milestone and expects you to think big and aim for large goals"
37,"No","Non-Travel",1040,"Research & Development",2,"College","Life Sciences",1,3,"Male",100,2,2,"Healthcare Representative",4,"Divorced",5163,15850,5,"No",14,3,4,80,1,17,2,4,1,0,0,0,"Best food ever as well as a very helpful group of people to work with They definitely care about how you feel at all times"
59,"No","Non-Travel",1420,"Human Resources",2,"Master","Human Resources",1,3,"Female",32,2,5,"Manager",4,"Married",18844,21922,9,"No",21,4,4,80,1,30,3,3,3,2,2,2,"Decent Pay Relaxed Atmosphere good work mates good hours"
50,"No","Travel_Frequently",1115,"Research & Development",1,"Bachelor","Life Sciences",1,1,"Female",73,3,5,"Research Director",2,"Married",18172,9755,3,"Yes",19,3,1,80,0,28,1,2,8,3,0,7,"Things move fast People are competent and are among the best in their areas of expertise There is a feeling of respect towards all the employees The benefits are great The hours are very reasonable"
25,"No","Travel_Rarely",1280,"Research & Development",7,"Others","Medical",1,4,"Male",64,2,1,"Research Scientist",4,"Married",2889,26897,1,"No",11,3,3,80,2,2,2,3,2,2,2,1,"Youre working with top people in the world the culture is very very relaxed flex time great benefits free food"
22,"No","Travel_Rarely",534,"Research & Development",15,"Bachelor","Medical",1,2,"Female",59,3,1,"Laboratory Technician",4,"Single",2871,23785,1,"No",15,3,3,80,0,1,5,3,0,0,0,0,"Plenty of selfdirected time and energy Great visibility into several core tech markets World class computing infrastructure"
51,"No","Travel_Frequently",1456,"Research & Development",1,"Master","Medical",1,1,"Female",30,2,3,"Healthcare Representative",1,"Single",7484,25796,3,"No",20,4,3,80,0,23,1,2,13,12,12,8,"Energetic passionate talent pool way above average perks  benefits fair compensation for young workforce Having bragging rights about working for the best place in the US"
54,"No","Non-Travel",142,"Human Resources",26,"Bachelor","Human Resources",1,4,"Female",30,4,4,"Manager",4,"Single",17328,13871,2,"Yes",12,3,3,80,0,23,3,3,5,3,4,4,"Having been at Google longer than 9 out of 10 employees I still feel the business poses me with fresh challenges and terrific learning opportunities virtually every day I have been able to pursue several distinct minicareers at the company with promotions and transfers available as I hit major project milestones"
24,"No","Travel_Rarely",1127,"Research & Development",18,"Others","Life Sciences",1,2,"Male",52,3,1,"Laboratory Technician",3,"Married",2774,13257,0,"No",12,3,3,80,1,6,2,3,5,3,1,2,"Delicious healthy gourmet meals  for free Intelligent hardworking coworkers who are all such interesting people with incredible talents beyond their work Great balance  you can learn and play at work and mgmt supports this Lots of career opportunities Good resume builder"
34,"No","Travel_Rarely",1031,"Research & Development",6,"Master","Life Sciences",1,3,"Female",45,2,2,"Research Scientist",2,"Divorced",4505,15000,6,"No",15,3,3,80,1,12,3,3,1,0,0,0,"Smart  motivated colleagues challenging technical problems working on things millions and millions of people use good culture and company values"
37,"No","Travel_Rarely",1189,"Sales",3,"Bachelor","Life Sciences",1,3,"Male",87,3,3,"Sales Executive",4,"Single",7428,14506,2,"No",12,3,1,80,0,12,3,3,5,3,1,3,"amazing opportunities to educate yourself and deal with the leading edge issues of our time"
34,"No","Travel_Rarely",1354,"Research & Development",5,"Bachelor","Medical",1,3,"Female",45,2,3,"Manager",1,"Single",11631,5615,2,"No",12,3,4,80,0,14,6,3,11,10,5,8,"Abililty to have high impact Terrific benefits  compensation Brilliant coworkers"
36,"No","Travel_Frequently",1467,"Sales",11,"College","Technical Degree",1,2,"Female",92,3,3,"Sales Executive",4,"Married",9738,22952,0,"No",14,3,3,80,1,10,6,3,9,7,2,8,"Google is still a great place to go out and have an impact as an individual engineer and to have a chance to work with other awesome engineers Management regularly makes it clear how important the individual contributor is to the company and routinely solicits options and ideas from across the company"
36,"No","Travel_Rarely",922,"Research & Development",3,"College","Life Sciences",1,1,"Female",39,3,1,"Laboratory Technician",4,"Divorced",2835,2561,5,"No",22,4,1,80,1,7,2,3,1,0,0,0,"One of the top 10 companies in America to work for according to Fortune magazine Its one of the best experiences that I have ever had"
43,"No","Travel_Frequently",394,"Sales",26,"College","Life Sciences",1,3,"Male",92,3,4,"Manager",4,"Married",16959,19494,1,"Yes",12,3,4,80,2,25,3,4,25,12,4,12,"Coming out of college I think Google provides a huge opportunity to advance quickly but to a point Youll be given considerable responsibility and paid accordingly with some pretty terrific perks"
30,"No","Travel_Frequently",1312,"Research & Development",23,"Bachelor","Life Sciences",1,1,"Male",96,1,1,"Research Scientist",3,"Divorced",2613,22310,1,"No",25,4,3,80,3,10,2,2,10,7,0,9,"Relaxed yet professional working set up Opportunity for learning and professional growth Excellent food Good salary and healthy competition Very helpful colleagues"
33,"No","Non-Travel",750,"Sales",22,"College","Marketing",1,3,"Male",95,3,2,"Sales Executive",2,"Married",6146,15480,0,"No",13,3,1,80,1,8,2,4,7,7,0,7,"1 Culture  very open lots of respect for people not hierarchical 2 People  highly driven intelligent and very friendly 3 Opportunities  high growth still at the beginning of the advertising shift online 4 Nature of the work  fast paced highly innovative"
51,"No","Travel_Rarely",684,"Research & Development",6,"Bachelor","Life Sciences",1,1,"Male",51,3,5,"Research Director",3,"Single",19537,6462,7,"No",13,3,3,80,0,23,5,3,20,18,15,15,"Still one of the best places to workamazing perks a true commitment to worklife balance incredible openness about important company information from the topdown dedicated to providing feedback and resources to help you develop professionally smartfriendlydriven individuals that you interact with every day"
